Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,9.850000,9.850000,9.100000,9.710000,8.055655,43248500
2015-01-08,9.890000,9.900000,8.950000,9.260000,7.682325,42251300
2015-01-15,9.210000,9.600000,8.950000,9.580000,7.947804,58007700
2015-01-22,9.650000,10.030000,9.490000,9.660000,8.014172,66922100
2015-01-29,9.630000,9.870000,9.090000,9.750000,8.088841,66755200
2015-02-05,9.690000,9.830000,8.850000,8.970000,7.441733,67464800
2015-02-12,9.100000,9.750000,9.090000,9.640000,7.997581,35647600
2015-02-19,9.620000,9.950000,9.500000,9.880000,8.196691,38019700
2015-02-26,9.930000,10.210000,9.590000,9.930000,8.238174,62985400
2015-03-05,9.940000,9.980000,9.410000,9.740000,8.080543,57246600
2015-03-12,9.880000,11.390000,9.360000,11.250000,9.333278,133127300
2015-03-19,11.140000,11.630000,10.760000,10.840000,8.993132,119529000
2015-03-26,10.730000,11.790000,10.680000,11.720000,9.723200,75613100
2015-04-02,11.820000,12.150000,11.590000,11.980000,9.938902,89844000
2015-04-09,11.820000,12.440000,11.820000,12.440000,10.320529,66314600
2015-04-16,12.300000,12.300000,11.960000,12.210000,10.129717,48213300
2015-04-23,12.150000,12.970000,12.020000,12.230000,10.231155,87618400
2015-04-30,12.250000,12.950000,12.230000,12.780000,10.691265,42162200
2015-05-07,12.610000,12.800000,11.980000,12.050000,10.080573,44332600
2015-05-14,12.050000,12.490000,11.860000,12.200000,10.206059,49475500
2015-05-21,12.180000,12.220000,11.360000,11.700000,9.886733,52506100
2015-05-28,11.650000,11.900000,11.100000,11.770000,9.945885,94489100
2015-06-04,11.770000,11.940000,11.370000,11.810000,9.979686,66091500
2015-06-11,11.880000,11.920000,11.460000,11.600000,9.802233,54233300
2015-06-18,11.680000,11.860000,11.370000,11.400000,9.633224,55695100
2015-06-25,11.450000,11.820000,11.230000,11.590000,9.793781,38855700
2015-07-02,11.680000,11.800000,11.340000,11.570000,9.776878,35156300
2015-07-09,11.590000,12.130000,11.590000,11.850000,10.013486,25130600
2015-07-16,12.020000,12.120000,10.970000,11.120000,9.396620,57015300
2015-07-23,10.990000,11.050000,9.980000,10.220000,8.636103,67358300
2015-07-30,10.310000,10.480000,10.150000,10.230000,8.644551,33795700
2015-08-06,10.120000,10.640000,9.930000,10.490000,8.864255,64254400
2015-08-13,10.510000,11.060000,10.260000,10.620000,8.974110,100951000
2015-08-20,10.680000,10.920000,9.500000,10.860000,9.176915,76822800
2015-08-27,10.900000,11.450000,10.150000,10.420000,8.927051,62177900
2015-09-03,10.530000,10.870000,10.080000,10.630000,9.106961,50392600
2015-09-10,10.220000,11.940000,10.220000,11.880000,10.177868,73840000
2015-09-17,11.650000,11.750000,10.750000,10.940000,9.372548,53995100
2015-09-24,10.650000,11.340000,10.470000,11.080000,9.492489,60166700
2015-10-01,11.150000,11.960000,11.040000,11.570000,9.912283,48736600
2015-10-08,11.500000,12.000000,11.290000,11.300000,9.680966,49936600
2015-10-15,11.340000,11.680000,11.220000,11.370000,9.740937,33143300
2015-10-22,11.430000,12.260000,11.310000,11.980000,10.263538,52646300
2015-10-29,11.820000,12.790000,11.300000,12.310000,10.546259,54766500
2015-11-05,12.390000,12.610000,11.700000,12.500000,10.709033,41731700
2015-11-12,12.510000,12.650000,11.890000,12.400000,10.623361,69237000
2015-11-19,12.560000,12.580000,11.850000,12.140000,10.400614,50403400
2015-11-26,12.110000,12.230000,11.260000,11.520000,10.011420,78533600
2015-12-03,11.930000,12.110000,11.310000,11.980000,10.411181,60782700
2015-12-10,12.070000,12.270000,11.270000,11.600000,10.080948,52720400
2015-12-17,11.800000,11.870000,10.930000,11.050000,9.809387,50481800
2015-12-24,11.050000,11.130000,10.820000,10.890000,9.667349,17963700
2015-12-31,10.890000,10.960000,10.430000,10.840000,9.622963,29418800
2016-01-07,10.750000,10.770000,10.260000,10.410000,9.241239,55691900
2016-01-14,10.460000,10.660000,10.160000,10.250000,9.099202,51368000
2016-01-21,10.260000,10.490000,9.730000,10.260000,9.108080,60963000
2016-01-28,10.340000,10.600000,10.040000,10.380000,9.214609,65563000
2016-02-04,10.500000,10.540000,10.150000,10.330000,9.170222,20274100
