Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,2.800000,2.853330,2.506670,2.606670,1.457509,1907100
2000-01-10,2.730000,2.853330,2.666670,2.700000,1.509695,2575800
2000-01-17,2.666670,2.826670,2.640000,2.770000,1.548835,1063800
2000-01-24,2.700000,2.833330,2.623330,2.636670,1.474284,1782000
2000-01-31,2.650000,2.716670,2.600000,2.666670,1.491059,1033200
2000-02-07,2.670000,2.740000,2.616670,2.633330,1.472417,3312900
2000-02-14,2.630000,2.633330,2.433330,2.500000,1.397866,2923200
2000-02-21,2.516670,2.766670,2.483330,2.516670,1.407187,2944800
2000-02-28,2.550000,2.600000,2.440000,2.466670,1.379229,3299400
2000-03-06,2.466670,2.566670,2.400000,2.546670,1.423960,1436400
2000-03-13,2.546670,2.546670,2.240000,2.266670,1.267400,2751300
2000-03-20,2.246670,2.263330,2.066670,2.180000,1.218939,5849100
2000-03-27,2.200000,2.200000,2.066670,2.096670,1.172345,2160000
2000-04-03,2.096670,2.096670,1.916670,1.963330,1.097788,3786300
2000-04-10,1.963330,2.000000,1.800000,1.833330,1.025099,2995200
2000-04-17,1.876670,2.000000,1.770000,1.866670,1.043741,1741500
2000-04-24,1.880000,2.046670,1.833330,2.000000,1.118292,2841300
2000-05-01,2.000000,2.130000,1.973330,1.980000,1.107109,1484100
2000-05-08,2.000000,2.000000,1.866670,1.950000,1.090335,1607400
2000-05-15,1.963330,2.033330,1.883330,1.996670,1.116430,1054800
2000-05-22,1.966670,1.996670,1.840000,1.940000,1.084744,1962900
2000-05-29,1.966670,1.983330,1.800000,1.966670,1.099656,1874700
2000-06-05,1.950000,2.000000,1.903330,1.960000,1.095926,1048500
2000-06-12,1.933330,2.096670,1.883330,2.006670,1.122022,3516300
2000-06-19,2.066670,2.293330,1.966670,2.233330,1.248757,2134800
2000-06-26,2.183330,2.233330,2.103330,2.150000,1.202164,2343600
2000-07-03,2.150000,2.283330,2.103330,2.233330,1.248757,1957500
2000-07-10,2.266670,2.313330,2.083330,2.123330,1.187252,1980900
2000-07-17,2.090000,2.200000,2.033330,2.133330,1.192844,916200
2000-07-24,2.113330,2.163330,2.066670,2.083330,1.164886,971100
2000-07-31,2.100000,2.160000,2.003330,2.070000,1.157433,1004400
2000-08-07,2.133330,2.153330,2.060000,2.133330,1.192844,2526300
2000-08-14,2.100000,2.180000,2.016670,2.076670,1.161162,3586500
2000-08-21,2.066670,2.163330,2.043330,2.133330,1.192844,1791000
2000-08-28,2.106670,2.156670,2.036670,2.150000,1.202164,3253500
2000-09-04,2.150000,2.200000,2.113330,2.156670,1.205894,1920600
2000-09-11,2.156670,2.196670,2.066670,2.100000,1.174207,1118700
2000-09-18,2.100000,2.216670,2.053330,2.216670,1.239442,1815300
2000-09-25,2.223330,2.316670,2.036670,2.083330,1.164886,2012400
2000-10-02,2.086670,2.150000,2.033330,2.060000,1.151841,1389600
2000-10-09,2.066670,2.130000,2.033330,2.100000,1.174207,747000
2000-10-16,2.073330,2.163330,1.816670,1.933330,1.081014,2778300
2000-10-23,1.910000,2.000000,1.803330,1.976670,1.105247,1341900
2000-10-30,1.923330,2.083330,1.836670,2.000000,1.118292,569700
2000-11-06,1.993330,2.083330,1.933330,2.030000,1.135067,823500
2000-11-13,1.950000,2.163330,1.900000,2.013330,1.125746,911700
2000-11-20,1.970000,2.076670,1.906670,1.953330,1.092197,1167300
2000-11-27,1.966670,2.030000,1.833330,1.890000,1.056786,1159200
2000-12-04,1.933330,2.046670,1.873330,2.000000,1.118292,756900
2000-12-11,2.000000,2.153330,1.986670,2.030000,1.135067,1636200
2000-12-18,2.033330,2.133330,1.956670,2.000000,1.118292,1254600
2000-12-25,2.000000,2.083330,1.966670,1.990000,1.112701,674100
2001-01-01,1.990000,2.333330,1.953330,2.236670,1.250626,3024900
2001-01-08,2.233330,2.733330,2.136670,2.600000,1.453780,5706000
2001-01-15,2.520000,2.830000,2.520000,2.700000,1.509695,5122800
2001-01-22,2.766670,2.823330,2.666670,2.733330,1.528331,1851300
2001-01-29,2.733330,2.866670,2.400000,2.500000,1.397866,3234600
2001-02-05,2.500000,2.696670,2.333330,2.533330,1.416502,2613600
2001-02-12,2.563330,2.730000,2.336670,2.346670,1.312132,2142000
2001-02-19,2.350000,2.526670,2.333330,2.526670,1.412778,1620000
2001-02-26,2.526670,2.746670,2.390000,2.696670,1.507833,1384200
2001-03-05,2.733330,2.733330,2.533330,2.666670,1.491059,2778300
2001-03-12,2.536670,2.610000,2.433330,2.466670,1.379229,1532700
2001-03-19,2.450000,2.550000,2.273330,2.433330,1.360588,1515600
2001-03-26,2.400000,2.533330,2.343330,2.423330,1.354996,1976400
2001-04-02,2.313330,2.633330,2.250000,2.633330,1.472417,1692000
2001-04-09,2.633330,3.233330,2.633330,3.200000,1.789268,4995000
2001-04-16,2.950000,3.200000,2.673330,2.683330,1.500373,3888900
2001-04-23,2.733330,3.116670,2.600000,3.033330,1.696075,3427200
2001-04-30,3.033330,3.083330,2.816670,3.000000,1.677439,1810800
2001-05-07,3.000000,3.066670,2.836670,2.846670,1.591705,1629000
2001-05-14,2.850000,2.900000,2.733330,2.766670,1.546973,1430100
2001-05-21,2.800000,2.800000,2.566670,2.650000,1.481737,973800
2001-05-28,2.730000,2.730000,2.573330,2.583330,1.444459,1228500
2001-06-04,2.606670,2.916670,2.583330,2.796670,1.563748,3789900
2001-06-11,2.796670,2.830000,2.700000,2.766670,1.546973,1064700
2001-06-18,2.763330,2.950000,2.633330,2.926670,1.636436,4194000
2001-06-25,3.370000,3.483330,3.100000,3.200000,1.789268,16280100
2001-07-02,3.166670,3.333330,2.983330,3.023330,1.690483,1531800
2001-07-09,3.023330,3.266670,2.866670,3.093330,1.729623,1891800
2001-07-16,3.100000,3.166670,2.920000,3.116670,1.742674,1016100
2001-07-23,3.166670,3.253330,2.933330,2.973330,1.662526,1458900
2001-07-30,3.033330,3.133330,2.890000,3.133330,1.751990,3289500
